PERIOD_DS,REGION,TRAFFIC_SOURCE,LANDING_PAGE,USERSHIP,TRACK_ON_SALE,AOV,BUY2PI_RATE,BUY2SESSION_RATE,COMMISSION_RATE,ORDER_COUNT,PI2SESSION_RATE,SESSION_COUNT
2022-01-01,EU,ORGANIC,nan,app and web,True,170.533333333333,0.352941,0.352941,9.859265050821,3.0,100.0,850.0
2022-01-01,EU,ORGANIC,nan,app and web,nan,323.030819672131,2.311912,0.54418,13.07244702835,61.0,23.538093,10842.0
2022-01-01,EU,ORGANIC,nan,app only,False,111.04,1.176471,1.176471,10.996037463977,1.0,100.0,85.0
2022-01-01,EU,ORGANIC,nan,app only,True,231.745,1.73913,1.73913,12.798550130531,2.0,100.0,115.0
2022-01-01,EU,ORGANIC,nan,app only,nan,211.87125,0.979706,0.062347,15.421806875638,16.0,6.363839,22455.0
2022-01-01,EU,ORGANIC,nan,no on lyst view,False,234.3716,0.953516,0.953516,17.195086776726,25.0,100.0,2517.0
2022-01-01,EU,ORGANIC,nan,no on lyst view,True,132.2,1.600894,1.600894,13.769204908388,45.0,100.0,2686.0
2022-01-01,EU,ORGANIC,nan,no on lyst view,nan,142.282882882883,1.573454,0.85724,15.179188775058,111.0,54.481412,11782.0
2022-01-01,EU,ORGANIC,nan,web only,False,294.994117647059,1.057579,1.057579,14.403677042414,51.0,100.0,3404.0
2022-01-01,EU,ORGANIC,nan,web only,True,162.851805555556,1.469933,1.469933,14.227829835066,72.0,100.0,4490.0
2022-01-01,EU,ORGANIC,nan,web only,nan,209.864520547945,1.758378,0.798847,15.759563736814,292.0,45.430908,31921.0
2022-01-01,EU,ORGANIC,onboarding,app and web,nan,232.817317073171,3.183521,0.936639,15.424005631967,41.0,29.421488,3630.0
2022-01-01,EU,ORGANIC,onboarding,app only,nan,158.002,1.221001,0.075942,17.740914671966,10.0,6.219623,13168.0
2022-01-01,EU,ORGANIC,others,app and web,nan,232.279575757576,2.83054,0.470224,15.299692403068,165.0,16.612529,32325.0
2022-01-01,EU,ORGANIC,others,app only,nan,271.886428571429,1.828411,0.099701,14.565430418688,14.0,5.452872,13039.0
2022-01-01,EU,ORGANIC,others,web only,nan,223.595294117647,2.184002,0.098602,15.149640106074,85.0,4.514753,81134.0
2022-01-01,EU,ORGANIC,pdp_in_stock,app and web,nan,295.071538461538,3.714286,0.878378,12.574786296935,13.0,23.648649,1480.0
2022-01-01,EU,ORGANIC,pdp_in_stock,web only,nan,178.212189189189,4.056373,1.1225,14.607855864502,1480.0,27.672508,117951.0
2022-01-01,EU,ORGANIC,pdp_out_of_stock,app and web,nan,440.705,1.696222,0.918197,16.231224556522,22.0,54.131886,2396.0
2022-01-01,EU,ORGANIC,pdp_out_of_stock,web only,nan,201.912092764378,1.264674,0.568564,14.29196882811,2695.0,44.957327,401890.0
2022-01-01,EU,PAID,feed,app and web,nan,338.457115384615,2.511682,0.770333,16.247939603756,52.0,30.670011,5582.0
2022-01-01,EU,PAID,feed,app only,nan,,,0.0,,,0.0,9.0
2022-01-01,EU,PAID,feed,web only,nan,194.299185185185,1.400424,0.387774,15.419410892874,4185.0,27.689776,980983.0
2022-01-01,EU,PAID,homepage,app and web,nan,238.092222222222,3.571429,1.467505,15.071190901751,9.0,41.090147,477.0
2022-01-01,EU,PAID,homepage,web only,nan,289.943098591549,2.718724,0.70662,14.905158661534,142.0,25.990862,18822.0
2022-01-01,EU,PAID,lead,app and web,nan,,0.0,0.0,,0.0,2.123894,565.0
2022-01-01,EU,PAID,lead,app only,nan,,0.0,0.0,,0.0,2.409639,83.0
2022-01-01,EU,PAID,lead,no on lyst view,nan,,0.0,0.0,,0.0,85.074627,67.0
2022-01-01,EU,PAID,lead,web only,nan,,0.0,0.0,,0.0,80.952381,42.0
2022-01-01,EU,PAID,lead_return,app and web,nan,,,0.0,,,0.0,4.0
2022-01-01,EU,PAID,nan,app and web,nan,151.119230769231,4.395604,1.058201,13.741060293706,13.0,24.074074,1134.0
2022-01-01,EU,PAID,nan,app only,nan,,0.0,0.0,,0.0,2.877698,278.0
2022-01-01,EU,PAID,nan,web only,nan,71.775,1.538462,0.393701,15.005224660397,2.0,25.590551,508.0
2022-01-01,EU,PAID,onboarding,app and web,nan,74.535,2.453988,0.674536,15.543033474207,4.0,27.487352,593.0
2022-01-01,EU,PAID,onboarding,app only,nan,287.24,12.5,0.462963,15.00139256371,1.0,3.703704,216.0
2022-01-01,EU,PAID,others,app and web,nan,412.435555555556,2.144772,0.406504,12.94639970689,9.0,18.953252,1968.0
2022-01-01,EU,PAID,others,app only,nan,415.11,7.142857,0.194553,19.999518199995,2.0,2.723735,514.0
2022-01-01,EU,PAID,others,web only,nan,177.842927927928,0.859077,0.219322,15.311466515776,222.0,25.529938,92558.0
2022-01-01,EU,PAID,pdp_in_stock,app and web,nan,209.995,2.030457,0.828157,16.41785121868,6.0,40.786749,483.0
2022-01-01,EU,PAID,pdp_in_stock,web only,nan,223.444731861199,1.394633,0.426508,14.814777167037,317.0,30.58211,67994.0
2022-01-01,EU,PAID,pdp_out_of_stock,app and web,nan,177.47,3.125,1.123596,11.000169042655,5.0,35.955056,89.0
2022-01-01,EU,PAID,pdp_out_of_stock,web only,nan,231.94904109589,1.345291,0.448187,15.671663827907,73.0,33.315225,14726.0
2022-01-01,EU,PLA-CO,feed,web only,nan,,0.0,0.0,,0.0,10.810811,37.0
2022-01-01,EU,PLA-CO,onboarding,app only,nan,,0.0,0.0,,0.0,33.333333,3.0
2022-01-01,EU,PLA-CO,others,app and web,nan,,0.0,0.0,,0.0,16.27907,43.0
2022-01-01,EU,PLA-CO,others,web only,nan,,,0.0,,,0.0,29.0
2022-01-01,EU,PLA-CO,pdp_in_stock,app and web,nan,279.0,7.692308,3.225806,16.0,1.0,41.935484,31.0
2022-01-01,EU,PLA-CO,pdp_in_stock,web only,nan,79.7473408,4.615385,0.258621,15.679062241534,3.0,5.603448,1160.0
2022-01-01,EU,PLA-CO,pdp_out_of_stock,web only,nan,,0.0,0.0,,0.0,7.142857,14.0
2022-01-01,EU,PLA-EC,feed,web only,nan,,0.0,0.0,,0.0,20.0,5.0
2022-01-01,EU,PLA-EC,others,app and web,nan,170.11,7.692308,1.5625,12.098054200223,2.0,20.3125,128.0
2022-01-01,EU,PLA-EC,others,app only,nan,885.79,16.666667,2.380952,25.999390374694,1.0,14.285714,42.0
2022-01-01,EU,PLA-EC,others,web only,nan,,0.0,0.0,,0.0,10.0,20.0
2022-01-01,EU,PLA-EC,pdp_in_stock,app and web,nan,516.6486849,3.846154,1.724138,16.001041395509,1.0,44.827586,58.0
2022-01-01,EU,PLA-EC,pdp_in_stock,web only,nan,420.622,1.340483,0.328947,15.075293256178,5.0,24.539474,1520.0
2022-01-01,EU,PLA-EC,pdp_out_of_stock,web only,nan,587.51,0.5,0.18797,12.498510663648,1.0,37.593985,532.0
