PERIOD_DS,REGION,TRAFFIC_SOURCE,LANDING_PAGE,USERSHIP,AOV,CONVERSION_RATE,BUY2SESSION_RATE,COMMISSION_RATE,ORDER_COUNT,LEAD_GEN_RATE,SESSION_COUNT,PI_COUNT
2023-01-01,CA,DIRECT,others,app and web,372.0,4.0,1.0,14.0,211.0,16.0,30277.0,4844.32
2023-01-01,CA,DIRECT,others,app only,297.0,2.0,0.0,15.0,10.0,6.0,7591.0,455.46
2023-01-01,CA,DIRECT,others,web only,137.0,2.0,0.0,13.0,3.0,8.0,1610.0,128.8
2023-01-01,CA,DIRECT,pdp_in_stock,app and web,793.0,13.0,4.0,11.0,4.0,31.0,104.0,32.24
2023-01-01,CA,DIRECT,pdp_in_stock,web only,212.0,3.0,0.0,13.0,10.0,6.0,5209.0,312.54
2023-01-01,CA,DIRECT,pdp_out_of_stock,web only,172.0,1.0,0.0,12.0,7.0,21.0,2949.0,619.29
2023-01-01,CA,ORGANIC,feed,app and web,414.0,2.0,1.0,13.0,25.0,23.0,4698.0,1080.54
2023-01-01,CA,ORGANIC,feed,app only,,0.0,0.0,,0.0,3.0,809.0,24.27
2023-01-01,CA,ORGANIC,feed,web only,278.0,2.0,0.0,14.0,992.0,25.0,218952.0,54738.0
2023-01-01,CA,ORGANIC,homepage,app and web,,0.0,0.0,,0.0,29.0,124.0,35.96
2023-01-01,CA,ORGANIC,homepage,web only,195.0,3.0,1.0,13.0,12.0,24.0,1666.0,399.84
2023-01-01,CA,ORGANIC,lead,app and web,508.0,1.0,1.0,13.0,13.0,86.0,1824.0,1568.64
2023-01-01,CA,ORGANIC,lead,app only,,0.0,0.0,,0.0,92.0,87.0,80.04
2023-01-01,CA,ORGANIC,lead,no on lyst view,351.0,1.0,1.0,12.0,1.0,86.0,120.0,103.2
2023-01-01,CA,ORGANIC,lead,web only,352.0,1.0,1.0,15.0,36.0,94.0,3189.0,2997.66
2023-01-01,CA,ORGANIC,lead_return,app and web,,0.0,0.0,,0.0,27.0,66.0,17.82
2023-01-01,CA,ORGANIC,lead_return,no on lyst view,,0.0,0.0,,0.0,16.0,19.0,3.04
2023-01-01,CA,ORGANIC,lead_return,web only,365.0,2.0,1.0,14.0,5.0,36.0,701.0,252.36
2023-01-01,CA,ORGANIC,nan,app and web,298.0,2.0,1.0,15.0,13.0,48.0,1389.0,666.72
2023-01-01,CA,ORGANIC,nan,app only,105.0,2.0,0.0,13.0,2.0,9.0,1070.0,96.3
2023-01-01,CA,ORGANIC,nan,no on lyst view,57.0,0.0,0.0,12.0,1.0,61.0,545.0,332.45
2023-01-01,CA,ORGANIC,nan,web only,276.0,2.0,1.0,14.0,61.0,57.0,4906.0,2796.42
2023-01-01,CA,ORGANIC,onboarding,app and web,,0.0,0.0,,0.0,15.0,353.0,52.95
2023-01-01,CA,ORGANIC,onboarding,app only,,0.0,0.0,,0.0,5.0,458.0,22.9
2023-01-01,CA,ORGANIC,others,app and web,322.0,4.0,1.0,15.0,93.0,13.0,16361.0,2126.93
2023-01-01,CA,ORGANIC,others,app only,194.0,6.0,0.0,14.0,6.0,6.0,1836.0,110.16
2023-01-01,CA,ORGANIC,others,web only,222.0,2.0,0.0,17.0,17.0,6.0,15543.0,932.58
2023-01-01,CA,ORGANIC,pdp_in_stock,app and web,386.0,5.0,1.0,16.0,5.0,29.0,365.0,105.85
2023-01-01,CA,ORGANIC,pdp_in_stock,web only,298.0,3.0,1.0,14.0,210.0,26.0,21561.0,5605.86
2023-01-01,CA,ORGANIC,pdp_out_of_stock,app and web,196.0,1.0,0.0,12.0,1.0,54.0,268.0,144.72
2023-01-01,CA,ORGANIC,pdp_out_of_stock,web only,307.0,1.0,0.0,14.0,202.0,42.0,43004.0,18061.68
2023-01-01,CA,PAID,feed,app and web,292.0,1.0,0.0,12.0,3.0,36.0,598.0,215.28
2023-01-01,CA,PAID,feed,app only,,0.0,0.0,,0.0,2.0,51.0,1.02
2023-01-01,CA,PAID,feed,web only,238.0,1.0,0.0,15.0,129.0,31.0,32954.0,10215.74
2023-01-01,CA,PAID,homepage,app and web,248.0,5.0,3.0,18.0,3.0,53.0,114.0,60.42
2023-01-01,CA,PAID,homepage,web only,354.0,3.0,1.0,13.0,19.0,48.0,1310.0,628.8
2023-01-01,CA,PAID,lead,app and web,45.0,3.0,0.0,15.0,1.0,8.0,475.0,38.0
2023-01-01,CA,PAID,lead,app only,,,0.0,,,0.0,29.0,0.0
2023-01-01,CA,PAID,lead,no on lyst view,183.0,0.0,0.0,12.0,1.0,96.0,500.0,480.0
2023-01-01,CA,PAID,lead,web only,,0.0,0.0,,0.0,99.0,95.0,94.05
2023-01-01,CA,PAID,nan,app and web,58.0,17.0,4.0,18.0,1.0,22.0,27.0,5.94
2023-01-01,CA,PAID,nan,app only,,,0.0,,,0.0,4.0,0.0
2023-01-01,CA,PAID,nan,web only,,0.0,0.0,,0.0,40.0,15.0,6.0
2023-01-01,CA,PAID,onboarding,app and web,,0.0,0.0,,0.0,15.0,34.0,5.1
2023-01-01,CA,PAID,onboarding,app only,,0.0,0.0,,0.0,11.0,9.0,0.99
2023-01-01,CA,PAID,others,app and web,739.0,3.0,1.0,12.0,1.0,27.0,111.0,29.97
2023-01-01,CA,PAID,others,app only,,0.0,0.0,,0.0,4.0,23.0,0.92
2023-01-01,CA,PAID,others,web only,171.0,1.0,0.0,15.0,21.0,32.0,6282.0,2010.24
2023-01-01,CA,PAID,pdp_in_stock,app and web,342.0,1.0,1.0,11.0,2.0,43.0,341.0,146.63
2023-01-01,CA,PAID,pdp_in_stock,web only,373.0,1.0,0.0,15.0,50.0,34.0,9917.0,3371.78
2023-01-01,CA,PAID,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,36.0,11.0,3.96
2023-01-01,CA,PAID,pdp_out_of_stock,web only,229.0,2.0,1.0,15.0,3.0,39.0,445.0,173.55
2023-01-01,CA,PLA-CO,feed,web only,,0.0,0.0,,0.0,14.0,21.0,2.94
2023-01-01,CA,PLA-CO,others,app and web,,0.0,0.0,,0.0,26.0,27.0,7.02
2023-01-01,CA,PLA-CO,others,web only,,,0.0,,,0.0,13.0,0.0
2023-01-01,CA,PLA-CO,pdp_in_stock,web only,224.0,13.0,1.0,13.0,3.0,10.0,230.0,23.0
2023-01-01,CA,PLA-CO,pdp_out_of_stock,web only,,0.0,0.0,,0.0,10.0,20.0,2.0
2023-01-01,CA,PLA-EC,lead,app and web,,,0.0,,,0.0,14.0,0.0
2023-01-01,CA,PLA-EC,others,app and web,391.0,13.0,2.0,15.0,2.0,12.0,129.0,15.48
2023-01-01,CA,PLA-EC,others,app only,,0.0,0.0,,0.0,13.0,16.0,2.08
2023-01-01,CA,PLA-EC,others,web only,,,0.0,,,0.0,7.0,0.0
2023-01-01,CA,PLA-EC,pdp_in_stock,app and web,,0.0,0.0,,0.0,35.0,17.0,5.95
2023-01-01,CA,PLA-EC,pdp_in_stock,web only,542.0,3.0,1.0,17.0,10.0,36.0,768.0,276.48
2023-01-01,CA,PLA-EC,pdp_out_of_stock,web only,475.0,3.0,1.0,12.0,1.0,33.0,114.0,37.62
2023-01-01,EU,APP PAID,nan,app only,,,0.0,,,0.0,3.0,0.0
2023-01-01,EU,CSS,feed,web only,,0.0,0.0,,0.0,3.0,96.0,2.88
2023-01-01,EU,CSS,homepage,web only,,0.0,0.0,,0.0,9.0,67.0,6.03
2023-01-01,EU,CSS,lead,app and web,286.0,2.0,2.0,15.0,153.0,100.0,5946.0,5946.0
2023-01-01,EU,CSS,lead,app only,175.0,1.0,1.0,20.0,6.0,99.0,598.0,592.02
2023-01-01,EU,CSS,lead,no on lyst view,171.0,2.0,2.0,16.0,43129.0,100.0,2198122.0,2198122.0
2023-01-01,EU,CSS,lead,web only,243.0,2.0,2.0,16.0,13616.0,100.0,648914.0,648914.0
2023-01-01,EU,CSS,nan,no on lyst view,134.0,2.0,2.0,14.0,4.0,100.0,209.0,209.0
2023-01-01,EU,CSS,nan,web only,86.0,2.0,2.0,13.0,2.0,99.0,83.0,82.17
2023-01-01,EU,CSS,onboarding,app and web,,0.0,0.0,,0.0,33.0,3.0,0.99
2023-01-01,EU,CSS,others,app and web,,0.0,0.0,,0.0,33.0,6.0,1.98
2023-01-01,EU,CSS,others,app only,,,0.0,,,0.0,4.0,0.0
2023-01-01,EU,CSS,others,web only,28.0,1.0,0.0,12.0,1.0,11.0,1263.0,138.93
2023-01-01,EU,CSS,pdp_in_stock,app and web,629.0,33.0,4.0,16.0,1.0,11.0,28.0,3.08
2023-01-01,EU,CSS,pdp_in_stock,web only,164.0,4.0,0.0,18.0,34.0,11.0,6619.0,728.09
2023-01-01,EU,CSS,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,50.0,2.0,1.0
2023-01-01,EU,CSS,pdp_out_of_stock,web only,,0.0,0.0,,0.0,21.0,413.0,86.73
2023-01-01,EU,DIRECT,feed,app and web,197.0,3.0,1.0,13.0,27.0,20.0,3836.0,767.2
2023-01-01,EU,DIRECT,feed,app only,224.0,2.0,0.0,17.0,2.0,5.0,1716.0,85.8
2023-01-01,EU,DIRECT,feed,web only,257.0,2.0,0.0,16.0,201.0,21.0,47469.0,9968.49
2023-01-01,EU,DIRECT,homepage,app and web,267.0,4.0,2.0,14.0,25.0,50.0,1192.0,596.0
2023-01-01,EU,DIRECT,homepage,web only,299.0,3.0,1.0,14.0,202.0,26.0,20526.0,5336.76
2023-01-01,EU,DIRECT,lead,app and web,268.0,2.0,0.0,14.0,40.0,8.0,24981.0,1998.48
2023-01-01,EU,DIRECT,lead,app only,,0.0,0.0,,0.0,0.0,7942.0,0.0
2023-01-01,EU,DIRECT,lead,no on lyst view,309.0,0.0,0.0,15.0,8.0,82.0,2109.0,1729.38
2023-01-01,EU,DIRECT,lead,web only,253.0,2.0,1.0,16.0,23.0,67.0,1612.0,1080.04
2023-01-01,EU,DIRECT,lead_return,app and web,701.0,5.0,2.0,12.0,2.0,37.0,100.0,37.0
2023-01-01,EU,DIRECT,lead_return,app only,,,0.0,,,0.0,8.0,0.0
2023-01-01,EU,DIRECT,lead_return,no on lyst view,,,0.0,,,0.0,88.0,0.0
2023-01-01,EU,DIRECT,lead_return,web only,215.0,3.0,1.0,16.0,15.0,37.0,1449.0,536.13
2023-01-01,EU,DIRECT,nan,app and web,431.0,2.0,0.0,17.0,19.0,21.0,4406.0,925.26
2023-01-01,EU,DIRECT,nan,app only,162.0,1.0,0.0,14.0,9.0,5.0,10026.0,501.3
2023-01-01,EU,DIRECT,nan,web only,111.0,1.0,1.0,16.0,2.0,60.0,283.0,169.8
2023-01-01,EU,DIRECT,onboarding,app and web,389.0,1.0,0.0,14.0,2.0,12.0,2132.0,255.84
2023-01-01,EU,DIRECT,onboarding,app only,427.0,1.0,0.0,15.0,2.0,2.0,13281.0,265.62
2023-01-01,EU,DIRECT,others,app and web,282.0,3.0,1.0,14.0,595.0,17.0,111308.0,18922.36
2023-01-01,EU,DIRECT,others,app only,162.0,2.0,0.0,14.0,119.0,5.0,103363.0,5168.15
2023-01-01,EU,DIRECT,others,web only,303.0,3.0,0.0,16.0,25.0,10.0,7768.0,776.8
2023-01-01,EU,DIRECT,pdp_in_stock,app and web,250.0,4.0,1.0,14.0,2.0,15.0,312.0,46.8
2023-01-01,EU,DIRECT,pdp_in_stock,web only,208.0,3.0,1.0,14.0,83.0,18.0,11951.0,2151.18
2023-01-01,EU,DIRECT,pdp_out_of_stock,app and web,179.0,3.0,1.0,15.0,1.0,43.0,80.0,34.4
2023-01-01,EU,DIRECT,pdp_out_of_stock,web only,142.0,1.0,0.0,15.0,42.0,32.0,14699.0,4703.68
2023-01-01,EU,ORGANIC,feed,app and web,313.0,3.0,1.0,16.0,84.0,23.0,10817.0,2487.91
2023-01-01,EU,ORGANIC,feed,app only,182.0,1.0,0.0,13.0,2.0,4.0,4954.0,198.16
2023-01-01,EU,ORGANIC,feed,web only,201.0,2.0,1.0,15.0,5717.0,31.0,846945.0,262552.95
2023-01-01,EU,ORGANIC,homepage,app and web,448.0,2.0,1.0,14.0,3.0,34.0,386.0,131.24
2023-01-01,EU,ORGANIC,homepage,web only,180.0,2.0,1.0,14.0,51.0,35.0,6583.0,2304.05
2023-01-01,EU,ORGANIC,lead,app and web,325.0,1.0,1.0,14.0,34.0,87.0,4942.0,4299.54
2023-01-01,EU,ORGANIC,lead,app only,,0.0,0.0,,0.0,91.0,820.0,746.2
2023-01-01,EU,ORGANIC,lead,no on lyst view,128.0,1.0,1.0,19.0,3.0,93.0,548.0,509.64
2023-01-01,EU,ORGANIC,lead,web only,257.0,2.0,2.0,15.0,144.0,91.0,7698.0,7005.18
2023-01-01,EU,ORGANIC,lead_return,app and web,313.0,2.0,0.0,20.0,1.0,31.0,213.0,66.03
2023-01-01,EU,ORGANIC,lead_return,app only,,,0.0,,,0.0,1.0,0.0
2023-01-01,EU,ORGANIC,lead_return,no on lyst view,,0.0,0.0,,0.0,12.0,68.0,8.16
2023-01-01,EU,ORGANIC,lead_return,web only,236.0,3.0,1.0,15.0,51.0,34.0,4268.0,1451.12
2023-01-01,EU,ORGANIC,nan,app and web,441.0,2.0,1.0,13.0,51.0,43.0,6256.0,2690.08
2023-01-01,EU,ORGANIC,nan,app only,201.0,1.0,0.0,16.0,19.0,6.0,25544.0,1532.64
2023-01-01,EU,ORGANIC,nan,no on lyst view,161.0,2.0,1.0,16.0,348.0,81.0,22424.0,18163.44
2023-01-01,EU,ORGANIC,nan,web only,277.0,2.0,1.0,15.0,595.0,68.0,41873.0,28473.64
2023-01-01,EU,ORGANIC,onboarding,app and web,378.0,1.0,0.0,12.0,10.0,29.0,2300.0,667.0
2023-01-01,EU,ORGANIC,onboarding,app only,182.0,2.0,0.0,14.0,14.0,5.0,19370.0,968.5
2023-01-01,EU,ORGANIC,others,app and web,296.0,3.0,0.0,16.0,189.0,15.0,39260.0,5889.0
2023-01-01,EU,ORGANIC,others,app only,186.0,4.0,0.0,14.0,37.0,7.0,13078.0,915.46
2023-01-01,EU,ORGANIC,others,web only,325.0,1.0,0.0,15.0,88.0,13.0,42564.0,5533.32
2023-01-01,EU,ORGANIC,pdp_in_stock,app and web,268.0,3.0,1.0,15.0,11.0,26.0,923.0,239.98
2023-01-01,EU,ORGANIC,pdp_in_stock,web only,229.0,3.0,1.0,15.0,1228.0,27.0,117348.0,31683.96
2023-01-01,EU,ORGANIC,pdp_out_of_stock,app and web,635.0,2.0,1.0,12.0,12.0,56.0,763.0,427.28
2023-01-01,EU,ORGANIC,pdp_out_of_stock,web only,156.0,1.0,1.0,15.0,1741.0,46.0,284857.0,131034.22
2023-01-01,EU,PAID,feed,app and web,290.0,1.0,0.0,16.0,15.0,33.0,2043.0,674.19
2023-01-01,EU,PAID,feed,app only,,0.0,0.0,,0.0,2.0,335.0,6.7
2023-01-01,EU,PAID,feed,web only,263.0,1.0,0.0,15.0,1748.0,31.0,414214.0,128406.34
2023-01-01,EU,PAID,homepage,app and web,3808.0,2.0,1.0,18.0,6.0,51.0,255.0,130.05
2023-01-01,EU,PAID,homepage,web only,311.0,2.0,1.0,15.0,167.0,31.0,18636.0,5777.16
2023-01-01,EU,PAID,lead,app and web,230.0,7.0,0.0,13.0,3.0,4.0,1139.0,45.56
2023-01-01,EU,PAID,lead,app only,,,0.0,,,0.0,174.0,0.0
2023-01-01,EU,PAID,lead,no on lyst view,203.0,0.0,0.0,12.0,1.0,94.0,1676.0,1575.44
2023-01-01,EU,PAID,lead,web only,,0.0,0.0,,0.0,97.0,373.0,361.81
2023-01-01,EU,PAID,lead_return,app and web,,,0.0,,,0.0,1.0,0.0
2023-01-01,EU,PAID,nan,app and web,200.0,5.0,1.0,11.0,1.0,20.0,105.0,21.0
2023-01-01,EU,PAID,nan,app only,,0.0,0.0,,0.0,8.0,37.0,2.96
2023-01-01,EU,PAID,nan,web only,141.0,1.0,0.0,14.0,3.0,69.0,464.0,320.16
2023-01-01,EU,PAID,onboarding,app and web,,0.0,0.0,,0.0,18.0,98.0,17.64
2023-01-01,EU,PAID,onboarding,app only,,0.0,0.0,,0.0,5.0,57.0,2.85
2023-01-01,EU,PAID,others,app and web,429.0,5.0,1.0,18.0,5.0,24.0,365.0,87.6
2023-01-01,EU,PAID,others,app only,163.0,3.0,0.0,15.0,1.0,6.0,561.0,33.66
2023-01-01,EU,PAID,others,web only,220.0,1.0,0.0,16.0,92.0,29.0,37009.0,10732.61
2023-01-01,EU,PAID,pdp_in_stock,app and web,261.0,1.0,0.0,19.0,3.0,39.0,424.0,165.36
2023-01-01,EU,PAID,pdp_in_stock,web only,195.0,1.0,0.0,15.0,167.0,31.0,55077.0,17073.87
2023-01-01,EU,PAID,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,48.0,29.0,13.92
2023-01-01,EU,PAID,pdp_out_of_stock,web only,228.0,1.0,0.0,17.0,26.0,40.0,5402.0,2160.8
2023-01-01,EU,PLA-CO,feed,web only,,0.0,0.0,,0.0,8.0,24.0,1.92
2023-01-01,EU,PLA-CO,others,app and web,,0.0,0.0,,0.0,10.0,20.0,2.0
2023-01-01,EU,PLA-CO,others,web only,,,0.0,,,0.0,21.0,0.0
2023-01-01,EU,PLA-CO,pdp_in_stock,app and web,,0.0,0.0,,0.0,25.0,8.0,2.0
2023-01-01,EU,PLA-CO,pdp_in_stock,web only,211.0,3.0,0.0,17.0,4.0,9.0,1545.0,139.05
2023-01-01,EU,PLA-CO,pdp_out_of_stock,web only,,0.0,0.0,,0.0,34.0,38.0,12.92
2023-01-01,EU,PLA-EC,feed,web only,,,0.0,,,0.0,31.0,0.0
2023-01-01,EU,PLA-EC,others,app and web,868.0,7.0,1.0,16.0,4.0,18.0,240.0,43.2
2023-01-01,EU,PLA-EC,others,app only,,0.0,0.0,,0.0,4.0,75.0,3.0
2023-01-01,EU,PLA-EC,others,web only,,0.0,0.0,,0.0,8.0,48.0,3.84
2023-01-01,EU,PLA-EC,pdp_in_stock,app and web,464.0,5.0,3.0,16.0,1.0,59.0,34.0,20.06
2023-01-01,EU,PLA-EC,pdp_in_stock,web only,264.0,3.0,1.0,15.0,112.0,35.0,11414.0,3994.9
2023-01-01,EU,PLA-EC,pdp_out_of_stock,web only,89.0,1.0,0.0,15.0,1.0,38.0,439.0,166.82
2023-01-01,GB,APP PAID,nan,app and web,,,0.0,,,0.0,1.0,0.0
2023-01-01,GB,CSS,feed,app and web,764.0,6.0,1.0,15.0,2.0,13.0,122.0,15.86
2023-01-01,GB,CSS,feed,app only,,0.0,0.0,,0.0,4.0,48.0,1.92
2023-01-01,GB,CSS,feed,web only,248.0,17.0,2.0,18.0,1.0,10.0,61.0,6.1
2023-01-01,GB,CSS,homepage,app and web,,0.0,0.0,,0.0,33.0,18.0,5.94
2023-01-01,GB,CSS,homepage,web only,292.0,5.0,1.0,17.0,22.0,17.0,2542.0,432.14
2023-01-01,GB,CSS,lead,app and web,233.0,3.0,3.0,14.0,143.0,99.0,4178.0,4136.22
2023-01-01,GB,CSS,lead,app only,,0.0,0.0,,0.0,93.0,14.0,13.02
2023-01-01,GB,CSS,lead,no on lyst view,134.0,2.0,2.0,15.0,26902.0,100.0,1142190.0,1142190.0
2023-01-01,GB,CSS,lead,web only,198.0,2.0,2.0,14.0,14319.0,100.0,554608.0,554608.0
2023-01-01,GB,CSS,nan,no on lyst view,73.0,3.0,3.0,14.0,6.0,100.0,92.0,92.0
2023-01-01,GB,CSS,nan,web only,668.0,2.0,2.0,13.0,4.0,98.0,95.0,93.1
2023-01-01,GB,CSS,onboarding,app and web,,0.0,0.0,,0.0,7.0,14.0,0.98
2023-01-01,GB,CSS,onboarding,app only,,,0.0,,,0.0,8.0,0.0
2023-01-01,GB,CSS,others,app and web,83.0,9.0,2.0,17.0,5.0,24.0,222.0,53.28
2023-01-01,GB,CSS,others,app only,,0.0,0.0,,0.0,15.0,68.0,10.2
2023-01-01,GB,CSS,others,web only,157.0,2.0,0.0,15.0,30.0,22.0,6803.0,1496.66
2023-01-01,GB,CSS,pdp_in_stock,app and web,,0.0,0.0,,0.0,25.0,8.0,2.0
2023-01-01,GB,CSS,pdp_in_stock,web only,144.0,6.0,1.0,14.0,40.0,17.0,4037.0,686.29
2023-01-01,GB,CSS,pdp_out_of_stock,web only,305.0,4.0,0.0,12.0,2.0,11.0,466.0,51.26
2023-01-01,GB,DIRECT,feed,app and web,263.0,6.0,1.0,16.0,161.0,16.0,15462.0,2473.92
2023-01-01,GB,DIRECT,feed,app only,317.0,5.0,0.0,15.0,10.0,5.0,3751.0,187.55
2023-01-01,GB,DIRECT,feed,web only,147.0,2.0,0.0,15.0,237.0,17.0,46817.0,7958.89
2023-01-01,GB,DIRECT,homepage,app and web,305.0,5.0,2.0,15.0,54.0,44.0,2019.0,888.36
2023-01-01,GB,DIRECT,homepage,web only,275.0,4.0,1.0,15.0,258.0,26.0,19435.0,5053.1
2023-01-01,GB,DIRECT,lead,app and web,176.0,3.0,0.0,15.0,178.0,9.0,55084.0,4957.56
2023-01-01,GB,DIRECT,lead,app only,,0.0,0.0,,0.0,0.0,6260.0,0.0
2023-01-01,GB,DIRECT,lead,no on lyst view,165.0,6.0,5.0,16.0,225.0,83.0,3570.0,2963.1
2023-01-01,GB,DIRECT,lead,web only,176.0,3.0,2.0,15.0,41.0,64.0,1627.0,1041.28
2023-01-01,GB,DIRECT,lead_return,app and web,158.0,3.0,1.0,12.0,2.0,29.0,211.0,61.19
2023-01-01,GB,DIRECT,lead_return,app only,,,0.0,,,0.0,8.0,0.0
2023-01-01,GB,DIRECT,lead_return,no on lyst view,,0.0,0.0,,0.0,8.0,85.0,6.8
2023-01-01,GB,DIRECT,lead_return,web only,242.0,5.0,2.0,16.0,23.0,40.0,1196.0,478.4
2023-01-01,GB,DIRECT,nan,app and web,202.0,5.0,1.0,14.0,84.0,19.0,8495.0,1614.05
2023-01-01,GB,DIRECT,nan,app only,111.0,4.0,0.0,14.0,23.0,6.0,9718.0,583.08
2023-01-01,GB,DIRECT,nan,web only,73.0,6.0,3.0,14.0,6.0,45.0,223.0,100.35
2023-01-01,GB,DIRECT,onboarding,app and web,162.0,5.0,0.0,14.0,29.0,10.0,5677.0,567.7
2023-01-01,GB,DIRECT,onboarding,app only,82.0,4.0,0.0,14.0,10.0,2.0,14856.0,297.12
2023-01-01,GB,DIRECT,others,app and web,210.0,6.0,1.0,15.0,2324.0,14.0,258233.0,36152.62
2023-01-01,GB,DIRECT,others,app only,142.0,5.0,0.0,15.0,174.0,4.0,94024.0,3760.96
2023-01-01,GB,DIRECT,others,web only,236.0,5.0,0.0,16.0,59.0,5.0,24316.0,1215.8
2023-01-01,GB,DIRECT,pdp_in_stock,app and web,237.0,7.0,1.0,17.0,7.0,17.0,592.0,100.64
2023-01-01,GB,DIRECT,pdp_in_stock,web only,118.0,5.0,1.0,14.0,99.0,14.0,14538.0,2035.32
2023-01-01,GB,DIRECT,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,44.0,147.0,64.68
2023-01-01,GB,DIRECT,pdp_out_of_stock,web only,203.0,1.0,0.0,16.0,34.0,25.0,11517.0,2879.25
2023-01-01,GB,ORGANIC,feed,app and web,206.0,5.0,1.0,15.0,416.0,16.0,49881.0,7980.96
2023-01-01,GB,ORGANIC,feed,app only,123.0,7.0,0.0,15.0,29.0,3.0,14108.0,423.24
2023-01-01,GB,ORGANIC,feed,web only,144.0,3.0,1.0,15.0,7142.0,28.0,810978.0,227073.84
2023-01-01,GB,ORGANIC,homepage,app and web,210.0,6.0,2.0,14.0,34.0,35.0,1281.0,448.35
2023-01-01,GB,ORGANIC,homepage,web only,230.0,4.0,1.0,15.0,196.0,37.0,13803.0,5107.11
2023-01-01,GB,ORGANIC,lead,app and web,189.0,1.0,1.0,14.0,167.0,89.0,15610.0,13892.9
2023-01-01,GB,ORGANIC,lead,app only,222.0,0.0,0.0,18.0,3.0,88.0,843.0,741.84
2023-01-01,GB,ORGANIC,lead,no on lyst view,55.0,1.0,1.0,14.0,8.0,96.0,467.0,448.32
2023-01-01,GB,ORGANIC,lead,web only,152.0,2.0,2.0,15.0,461.0,96.0,21203.0,20354.88
2023-01-01,GB,ORGANIC,lead_return,app and web,143.0,5.0,1.0,12.0,8.0,29.0,613.0,177.77
2023-01-01,GB,ORGANIC,lead_return,no on lyst view,223.0,13.0,2.0,20.0,1.0,13.0,60.0,7.8
2023-01-01,GB,ORGANIC,lead_return,web only,196.0,5.0,2.0,15.0,87.0,35.0,4670.0,1634.5
2023-01-01,GB,ORGANIC,nan,app and web,208.0,3.0,2.0,14.0,196.0,49.0,11308.0,5540.92
2023-01-01,GB,ORGANIC,nan,app only,113.0,3.0,0.0,14.0,28.0,7.0,14847.0,1039.29
2023-01-01,GB,ORGANIC,nan,no on lyst view,175.0,2.0,2.0,15.0,196.0,83.0,9591.0,7960.53
2023-01-01,GB,ORGANIC,nan,web only,200.0,3.0,2.0,14.0,708.0,72.0,29948.0,21562.56
2023-01-01,GB,ORGANIC,onboarding,app and web,151.0,4.0,1.0,13.0,37.0,17.0,4682.0,795.94
2023-01-01,GB,ORGANIC,onboarding,app only,120.0,6.0,0.0,13.0,30.0,3.0,15159.0,454.77
2023-01-01,GB,ORGANIC,others,app and web,184.0,5.0,1.0,15.0,1148.0,12.0,163036.0,19564.32
2023-01-01,GB,ORGANIC,others,app only,197.0,6.0,0.0,16.0,83.0,5.0,24993.0,1249.65
2023-01-01,GB,ORGANIC,others,web only,183.0,3.0,0.0,16.0,92.0,9.0,29682.0,2671.38
2023-01-01,GB,ORGANIC,pdp_in_stock,app and web,101.0,3.0,1.0,14.0,19.0,22.0,2678.0,589.16
2023-01-01,GB,ORGANIC,pdp_in_stock,web only,179.0,5.0,1.0,14.0,1597.0,28.0,107323.0,30050.44
2023-01-01,GB,ORGANIC,pdp_out_of_stock,app and web,349.0,2.0,1.0,12.0,8.0,49.0,873.0,427.77
2023-01-01,GB,ORGANIC,pdp_out_of_stock,web only,153.0,1.0,1.0,14.0,1466.0,44.0,180383.0,79368.52
2023-01-01,GB,PAID,feed,app and web,180.0,5.0,1.0,15.0,106.0,18.0,11282.0,2030.76
2023-01-01,GB,PAID,feed,app only,203.0,10.0,0.0,12.0,12.0,4.0,2156.0,86.24
2023-01-01,GB,PAID,feed,web only,171.0,3.0,1.0,15.0,2174.0,30.0,214284.0,64285.2
2023-01-01,GB,PAID,homepage,app and web,271.0,4.0,2.0,13.0,13.0,54.0,455.0,245.7
2023-01-01,GB,PAID,homepage,web only,188.0,4.0,2.0,16.0,113.0,38.0,6296.0,2392.48
2023-01-01,GB,PAID,lead,app and web,361.0,4.0,0.0,15.0,8.0,6.0,3465.0,207.9
2023-01-01,GB,PAID,lead,app only,,0.0,0.0,,0.0,0.0,229.0,0.0
2023-01-01,GB,PAID,lead,no on lyst view,168.0,0.0,0.0,12.0,4.0,95.0,742.0,704.9
2023-01-01,GB,PAID,lead,web only,607.0,1.0,1.0,12.0,1.0,98.0,114.0,111.72
2023-01-01,GB,PAID,nan,app and web,149.0,9.0,2.0,19.0,4.0,21.0,227.0,47.67
2023-01-01,GB,PAID,nan,app only,,0.0,0.0,,0.0,5.0,95.0,4.75
2023-01-01,GB,PAID,nan,web only,32.0,9.0,3.0,12.0,1.0,28.0,39.0,10.92
2023-01-01,GB,PAID,onboarding,app and web,68.0,8.0,1.0,10.0,6.0,14.0,519.0,72.66
2023-01-01,GB,PAID,onboarding,app only,,0.0,0.0,,0.0,3.0,255.0,7.65
2023-01-01,GB,PAID,others,app and web,374.0,5.0,1.0,15.0,21.0,17.0,2050.0,348.5
2023-01-01,GB,PAID,others,app only,170.0,4.0,0.0,12.0,2.0,5.0,977.0,48.85
