PERIOD_DS,REGION,TRAFFIC_SOURCE,LANDING_PAGE,USERSHIP,AOV,CONVERSION_RATE,BUY2SESSION_RATE,COMMISSION_RATE,ORDER_COUNT,LEAD_GEN_RATE,SESSION_COUNT,PI_COUNT
2022-06-01,US,CSS,nan,no on lyst view,,0.0,0.0,,0.0,100.0,102.0,102.0
2022-06-01,US,CSS,nan,web only,98.0,3.0,3.0,15.0,3.0,100.0,37.0,37.0
2022-06-01,US,CSS,onboarding,app and web,,,0.0,,,0.0,2.0,0.0
2022-06-01,US,CSS,others,app and web,,0.0,0.0,,0.0,15.0,33.0,4.95
2022-06-01,US,CSS,others,app only,,0.0,0.0,,0.0,33.0,3.0,0.99
2022-06-01,US,CSS,others,web only,74.0,4.0,0.0,10.0,1.0,8.0,345.0,27.6
2022-06-01,US,CSS,pdp_in_stock,app and web,,0.0,0.0,,0.0,22.0,37.0,8.14
2022-06-01,US,CSS,pdp_in_stock,web only,223.0,4.0,0.0,13.0,6.0,5.0,3469.0,173.45
2022-06-01,US,CSS,pdp_out_of_stock,web only,,0.0,0.0,,0.0,10.0,272.0,27.2
2022-06-01,US,DIRECT,feed,app and web,265.0,6.0,1.0,15.0,166.0,16.0,16233.0,2597.28
2022-06-01,US,DIRECT,feed,app only,230.0,5.0,0.0,16.0,14.0,6.0,3486.0,209.16
2022-06-01,US,DIRECT,feed,web only,247.0,3.0,0.0,15.0,185.0,5.0,128088.0,6404.4
2022-06-01,US,DIRECT,homepage,app and web,669.0,6.0,2.0,14.0,200.0,30.0,8445.0,2533.5
2022-06-01,US,DIRECT,homepage,web only,395.0,5.0,1.0,16.0,405.0,19.0,39201.0,7448.19
2022-06-01,US,DIRECT,lead,app and web,272.0,3.0,0.0,15.0,239.0,5.0,159052.0,7952.6
2022-06-01,US,DIRECT,lead,app only,40.0,1.0,0.0,18.0,1.0,0.0,26706.0,0.0
2022-06-01,US,DIRECT,lead,no on lyst view,204.0,6.0,5.0,17.0,416.0,72.0,8838.0,6363.36
2022-06-01,US,DIRECT,lead,web only,289.0,2.0,1.0,17.0,33.0,45.0,3285.0,1478.25
2022-06-01,US,DIRECT,lead_return,app and web,528.0,8.0,2.0,12.0,12.0,26.0,563.0,146.38
2022-06-01,US,DIRECT,lead_return,app only,,0.0,0.0,,0.0,6.0,17.0,1.02
2022-06-01,US,DIRECT,lead_return,no on lyst view,,0.0,0.0,,0.0,2.0,217.0,4.34
2022-06-01,US,DIRECT,lead_return,web only,435.0,5.0,1.0,15.0,35.0,30.0,2223.0,666.9
2022-06-01,US,DIRECT,nan,app and web,320.0,5.0,1.0,15.0,337.0,19.0,30467.0,5788.73
2022-06-01,US,DIRECT,nan,app only,201.0,1.0,0.0,14.0,17.0,5.0,29386.0,1469.3
2022-06-01,US,DIRECT,nan,no on lyst view,,0.0,0.0,,0.0,50.0,2.0,1.0
2022-06-01,US,DIRECT,nan,web only,233.0,8.0,6.0,14.0,131.0,79.0,2115.0,1670.85
2022-06-01,US,DIRECT,onboarding,app and web,248.0,3.0,0.0,15.0,89.0,14.0,17547.0,2456.58
2022-06-01,US,DIRECT,onboarding,app only,194.0,1.0,0.0,16.0,32.0,3.0,72907.0,2187.21
2022-06-01,US,DIRECT,others,app and web,286.0,5.0,1.0,16.0,5680.0,17.0,582993.0,99108.81
2022-06-01,US,DIRECT,others,app only,204.0,3.0,0.0,16.0,414.0,4.0,263823.0,10552.92
2022-06-01,US,DIRECT,others,web only,373.0,6.0,0.0,15.0,166.0,7.0,36760.0,2573.2
2022-06-01,US,DIRECT,pdp_in_stock,app and web,208.0,6.0,0.0,16.0,35.0,8.0,6581.0,526.48
2022-06-01,US,DIRECT,pdp_in_stock,web only,287.0,5.0,0.0,15.0,221.0,6.0,57036.0,3422.16
2022-06-01,US,DIRECT,pdp_out_of_stock,app and web,278.0,2.0,0.0,17.0,8.0,28.0,1467.0,410.76
2022-06-01,US,DIRECT,pdp_out_of_stock,web only,275.0,1.0,0.0,14.0,242.0,20.0,73258.0,14651.6
2022-06-01,US,ORGANIC,feed,app and web,320.0,4.0,1.0,16.0,422.0,17.0,60197.0,10233.49
2022-06-01,US,ORGANIC,feed,app only,167.0,2.0,0.0,13.0,9.0,5.0,7201.0,360.05
2022-06-01,US,ORGANIC,feed,web only,229.0,3.0,1.0,15.0,4428.0,16.0,770412.0,123265.92
2022-06-01,US,ORGANIC,homepage,app and web,265.0,5.0,1.0,17.0,34.0,19.0,3672.0,697.68
2022-06-01,US,ORGANIC,homepage,web only,285.0,4.0,1.0,16.0,119.0,18.0,13457.0,2422.26
2022-06-01,US,ORGANIC,lead,app and web,297.0,1.0,1.0,15.0,575.0,87.0,55556.0,48333.72
2022-06-01,US,ORGANIC,lead,app only,28.0,0.0,0.0,9.0,4.0,91.0,1726.0,1570.66
2022-06-01,US,ORGANIC,lead,no on lyst view,161.0,0.0,0.0,14.0,11.0,99.0,2471.0,2446.29
2022-06-01,US,ORGANIC,lead,web only,256.0,2.0,2.0,15.0,1235.0,99.0,64488.0,63843.12
2022-06-01,US,ORGANIC,lead_return,app and web,276.0,1.0,0.0,17.0,7.0,24.0,1655.0,397.2
2022-06-01,US,ORGANIC,lead_return,no on lyst view,,0.0,0.0,,0.0,12.0,89.0,10.68
2022-06-01,US,ORGANIC,lead_return,web only,460.0,3.0,1.0,15.0,50.0,25.0,5397.0,1349.25
2022-06-01,US,ORGANIC,nan,app and web,303.0,4.0,2.0,16.0,2920.0,61.0,109387.0,66726.07
2022-06-01,US,ORGANIC,nan,app only,257.0,3.0,0.0,18.0,223.0,8.0,100948.0,8075.84
2022-06-01,US,ORGANIC,nan,no on lyst view,146.0,2.0,1.0,15.0,103.0,66.0,6465.0,4266.9
2022-06-01,US,ORGANIC,nan,web only,266.0,2.0,1.0,15.0,706.0,45.0,58279.0,26225.55
2022-06-01,US,ORGANIC,onboarding,app and web,254.0,6.0,2.0,15.0,340.0,26.0,19170.0,4984.2
2022-06-01,US,ORGANIC,onboarding,app only,236.0,3.0,0.0,15.0,67.0,5.0,46596.0,2329.8
2022-06-01,US,ORGANIC,others,app and web,308.0,5.0,1.0,16.0,2157.0,22.0,193281.0,42521.82
2022-06-01,US,ORGANIC,others,app only,174.0,3.0,0.0,14.0,88.0,8.0,32439.0,2595.12
2022-06-01,US,ORGANIC,others,web only,221.0,4.0,0.0,15.0,252.0,8.0,78186.0,6254.88
2022-06-01,US,ORGANIC,pdp_in_stock,app and web,306.0,3.0,1.0,17.0,139.0,19.0,20956.0,3981.64
2022-06-01,US,ORGANIC,pdp_in_stock,web only,227.0,6.0,1.0,15.0,2607.0,21.0,200365.0,42076.65
2022-06-01,US,ORGANIC,pdp_out_of_stock,app and web,520.0,2.0,1.0,14.0,81.0,43.0,9547.0,4105.21
2022-06-01,US,ORGANIC,pdp_out_of_stock,web only,213.0,1.0,1.0,14.0,4971.0,39.0,758802.0,295932.78
2022-06-01,US,PAID,feed,app and web,325.0,2.0,0.0,14.0,57.0,19.0,15244.0,2896.36
2022-06-01,US,PAID,feed,app only,,0.0,0.0,,0.0,7.0,74.0,5.18
2022-06-01,US,PAID,feed,web only,169.0,3.0,0.0,16.0,1341.0,16.0,280051.0,44808.16
2022-06-01,US,PAID,homepage,app and web,380.0,7.0,2.0,16.0,88.0,25.0,4296.0,1074.0
2022-06-01,US,PAID,homepage,web only,320.0,5.0,1.0,16.0,269.0,24.0,21311.0,5114.64
2022-06-01,US,PAID,lead,app and web,261.0,3.0,0.0,9.0,7.0,2.0,10490.0,209.8
2022-06-01,US,PAID,lead,app only,,,0.0,,,0.0,599.0,0.0
2022-06-01,US,PAID,lead,no on lyst view,,0.0,0.0,,0.0,77.0,22.0,16.94
2022-06-01,US,PAID,lead,web only,,0.0,0.0,,0.0,73.0,11.0,8.03
2022-06-01,US,PAID,lead_return,app and web,,,0.0,,,0.0,22.0,0.0
2022-06-01,US,PAID,nan,app and web,275.0,7.0,2.0,15.0,140.0,32.0,5957.0,1906.24
2022-06-01,US,PAID,nan,app only,162.0,7.0,0.0,18.0,3.0,6.0,724.0,43.44
2022-06-01,US,PAID,nan,web only,,0.0,0.0,,0.0,25.0,355.0,88.75
2022-06-01,US,PAID,onboarding,app and web,258.0,8.0,2.0,16.0,69.0,28.0,3091.0,865.48
2022-06-01,US,PAID,onboarding,app only,100.0,3.0,0.0,30.0,2.0,4.0,729.0,29.16
2022-06-01,US,PAID,others,app and web,250.0,4.0,1.0,17.0,99.0,26.0,8859.0,2303.34
2022-06-01,US,PAID,others,app only,251.0,3.0,0.0,17.0,4.0,6.0,2596.0,155.76
2022-06-01,US,PAID,others,web only,158.0,4.0,1.0,16.0,331.0,22.0,38461.0,8461.42
2022-06-01,US,PAID,pdp_in_stock,app and web,300.0,2.0,1.0,16.0,61.0,35.0,8370.0,2929.5
2022-06-01,US,PAID,pdp_in_stock,web only,223.0,2.0,0.0,15.0,1523.0,27.0,319573.0,86284.71
2022-06-01,US,PAID,pdp_out_of_stock,app and web,395.0,3.0,1.0,15.0,10.0,41.0,569.0,233.29
2022-06-01,US,PAID,pdp_out_of_stock,web only,209.0,3.0,1.0,14.0,201.0,35.0,20506.0,7177.1
2022-06-01,US,PLA-CO,feed,app only,,,0.0,,,0.0,7.0,0.0
2022-06-01,US,PLA-CO,feed,web only,,0.0,0.0,,0.0,6.0,201.0,12.06
2022-06-01,US,PLA-CO,lead,app and web,,,0.0,,,0.0,25.0,0.0
2022-06-01,US,PLA-CO,lead,app only,,,0.0,,,0.0,2.0,0.0
2022-06-01,US,PLA-CO,nan,app and web,257.0,13.0,6.0,16.0,53.0,47.0,820.0,385.4
2022-06-01,US,PLA-CO,nan,app only,,0.0,0.0,,0.0,3.0,68.0,2.04
2022-06-01,US,PLA-CO,nan,web only,,0.0,0.0,,0.0,4.0,23.0,0.92
2022-06-01,US,PLA-CO,onboarding,app and web,215.0,6.0,2.0,14.0,11.0,30.0,596.0,178.8
2022-06-01,US,PLA-CO,onboarding,app only,34.0,33.0,1.0,10.0,1.0,2.0,143.0,2.86
2022-06-01,US,PLA-CO,others,app and web,339.0,6.0,1.0,16.0,13.0,23.0,985.0,226.55
2022-06-01,US,PLA-CO,others,app only,122.0,11.0,1.0,16.0,1.0,6.0,152.0,9.12
2022-06-01,US,PLA-CO,others,web only,119.0,13.0,1.0,17.0,3.0,5.0,439.0,21.95
2022-06-01,US,PLA-CO,pdp_in_stock,app and web,221.0,13.0,4.0,16.0,81.0,30.0,2134.0,640.2
2022-06-01,US,PLA-CO,pdp_in_stock,web only,210.0,4.0,0.0,16.0,763.0,10.0,161871.0,16187.1
2022-06-01,US,PLA-CO,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,13.0,40.0,5.2
2022-06-01,US,PLA-CO,pdp_out_of_stock,web only,,0.0,0.0,,0.0,5.0,1737.0,86.85
2022-06-01,US,PLA-EC,feed,app and web,247.0,4.0,1.0,17.0,2.0,18.0,306.0,55.08
2022-06-01,US,PLA-EC,feed,web only,,0.0,0.0,,0.0,6.0,374.0,22.44
2022-06-01,US,PLA-EC,lead,app and web,299.0,6.0,0.0,16.0,30.0,6.0,9180.0,550.8
2022-06-01,US,PLA-EC,lead,app only,,,0.0,,,0.0,525.0,0.0
2022-06-01,US,PLA-EC,lead,no on lyst view,,,0.0,,,0.0,44.0,0.0
2022-06-01,US,PLA-EC,lead,web only,335.0,11.0,1.0,11.0,1.0,11.0,81.0,8.91
2022-06-01,US,PLA-EC,lead_return,app and web,,,0.0,,,0.0,4.0,0.0
2022-06-01,US,PLA-EC,nan,app and web,289.0,8.0,5.0,16.0,87.0,63.0,1604.0,1010.52
2022-06-01,US,PLA-EC,nan,app only,285.0,11.0,1.0,11.0,7.0,13.0,403.0,52.39
2022-06-01,US,PLA-EC,nan,web only,308.0,2.0,1.0,15.0,1.0,31.0,137.0,42.47
2022-06-01,US,PLA-EC,onboarding,app and web,368.0,5.0,1.0,17.0,20.0,20.0,1801.0,360.2
2022-06-01,US,PLA-EC,onboarding,app only,459.0,9.0,1.0,17.0,8.0,9.0,985.0,88.65
2022-06-01,US,PLA-EC,others,app and web,459.0,5.0,1.0,17.0,116.0,28.0,7769.0,2175.32
2022-06-01,US,PLA-EC,others,app only,301.0,4.0,1.0,18.0,6.0,12.0,1112.0,133.44
2022-06-01,US,PLA-EC,others,web only,322.0,2.0,0.0,19.0,6.0,10.0,4034.0,403.4
2022-06-01,US,PLA-EC,pdp_in_stock,app and web,366.0,5.0,2.0,13.0,485.0,45.0,21357.0,9610.65
2022-06-01,US,PLA-EC,pdp_in_stock,web only,292.0,3.0,1.0,16.0,8868.0,28.0,1025375.0,287105.0
2022-06-01,US,PLA-EC,pdp_out_of_stock,app and web,158.0,3.0,1.0,16.0,2.0,33.0,215.0,70.95
2022-06-01,US,PLA-EC,pdp_out_of_stock,web only,262.0,2.0,1.0,16.0,76.0,22.0,13055.0,2872.1
2022-06-01,nan,CSS,lead,app and web,,0.0,0.0,,0.0,100.0,3.0,3.0
2022-06-01,nan,CSS,lead,no on lyst view,81.0,2.0,2.0,16.0,14.0,94.0,748.0,703.12
2022-06-01,nan,CSS,lead,web only,115.0,2.0,2.0,15.0,2.0,99.0,100.0,99.0
2022-06-01,nan,CSS,others,web only,,,0.0,,,0.0,8.0,0.0
2022-06-01,nan,CSS,pdp_in_stock,web only,,0.0,0.0,,0.0,3.0,34.0,1.02
2022-06-01,nan,CSS,pdp_out_of_stock,web only,,,0.0,,,0.0,1.0,0.0
2022-06-01,nan,DIRECT,feed,app and web,,0.0,0.0,,0.0,6.0,33.0,1.98
2022-06-01,nan,DIRECT,feed,app only,,,0.0,,,0.0,1.0,0.0
2022-06-01,nan,DIRECT,feed,web only,227.0,7.0,0.0,23.0,1.0,5.0,281.0,14.05
2022-06-01,nan,DIRECT,homepage,app and web,,0.0,0.0,,0.0,25.0,20.0,5.0
2022-06-01,nan,DIRECT,homepage,web only,358.0,9.0,1.0,18.0,1.0,12.0,92.0,11.04
2022-06-01,nan,DIRECT,lead,app and web,,0.0,0.0,,0.0,4.0,335.0,13.4
2022-06-01,nan,DIRECT,lead,app only,,,0.0,,,0.0,31.0,0.0
2022-06-01,nan,DIRECT,lead,no on lyst view,,0.0,0.0,,0.0,46.0,13.0,5.98
2022-06-01,nan,DIRECT,lead,web only,,0.0,0.0,,0.0,75.0,4.0,3.0
2022-06-01,nan,DIRECT,lead_return,web only,,0.0,0.0,,0.0,20.0,5.0,1.0
2022-06-01,nan,DIRECT,nan,app and web,,0.0,0.0,,0.0,17.0,63.0,10.71
2022-06-01,nan,DIRECT,nan,app only,,0.0,0.0,,0.0,4.0,27.0,1.08
2022-06-01,nan,DIRECT,nan,web only,,0.0,0.0,,0.0,100.0,16.0,16.0
2022-06-01,nan,DIRECT,onboarding,app and web,,0.0,0.0,,0.0,5.0,84.0,4.2
2022-06-01,nan,DIRECT,onboarding,app only,,0.0,0.0,,0.0,1.0,68.0,0.68
2022-06-01,nan,DIRECT,others,app and web,138.0,1.0,0.0,16.0,2.0,20.0,1227.0,245.4
2022-06-01,nan,DIRECT,others,app only,,0.0,0.0,,0.0,3.0,288.0,8.64
2022-06-01,nan,DIRECT,others,web only,,0.0,0.0,,0.0,17.0,63.0,10.71
2022-06-01,nan,DIRECT,pdp_in_stock,web only,,0.0,0.0,,0.0,14.0,69.0,9.66
2022-06-01,nan,DIRECT,pdp_out_of_stock,web only,,0.0,0.0,,0.0,10.0,98.0,9.8
2022-06-01,nan,ORGANIC,feed,app and web,96.0,6.0,1.0,14.0,1.0,17.0,109.0,18.53
2022-06-01,nan,ORGANIC,feed,app only,,,0.0,,,0.0,2.0,0.0
2022-06-01,nan,ORGANIC,feed,web only,,0.0,0.0,,0.0,16.0,1047.0,167.52
2022-06-01,nan,ORGANIC,homepage,app and web,,0.0,0.0,,0.0,11.0,18.0,1.98
2022-06-01,nan,ORGANIC,homepage,web only,,0.0,0.0,,0.0,9.0,22.0,1.98
2022-06-01,nan,ORGANIC,lead,app and web,102.0,2.0,1.0,17.0,1.0,78.0,74.0,57.72
2022-06-01,nan,ORGANIC,lead,no on lyst view,,0.0,0.0,,0.0,91.0,11.0,10.01
2022-06-01,nan,ORGANIC,lead,web only,134.0,1.0,1.0,15.0,2.0,99.0,176.0,174.24
2022-06-01,nan,ORGANIC,nan,app and web,296.0,1.0,1.0,25.0,3.0,65.0,579.0,376.35
2022-06-01,nan,ORGANIC,nan,app only,,0.0,0.0,,0.0,41.0,295.0,120.95
2022-06-01,nan,ORGANIC,nan,no on lyst view,167.0,1.0,1.0,14.0,1468.0,100.0,152166.0,152166.0
2022-06-01,nan,ORGANIC,nan,web only,318.0,1.0,1.0,14.0,68.0,97.0,4564.0,4427.08
2022-06-01,nan,ORGANIC,onboarding,app and web,93.0,17.0,1.0,15.0,1.0,8.0,79.0,6.32
2022-06-01,nan,ORGANIC,onboarding,app only,,0.0,0.0,,0.0,4.0,89.0,3.56
2022-06-01,nan,ORGANIC,others,app and web,122.0,4.0,1.0,15.0,3.0,21.0,324.0,68.04
2022-06-01,nan,ORGANIC,others,app only,,0.0,0.0,,0.0,6.0,33.0,1.98
2022-06-01,nan,ORGANIC,others,web only,,0.0,0.0,,0.0,7.0,172.0,12.04
2022-06-01,nan,ORGANIC,pdp_in_stock,app and web,,0.0,0.0,,0.0,21.0,42.0,8.82
2022-06-01,nan,ORGANIC,pdp_in_stock,web only,,0.0,0.0,,0.0,23.0,220.0,50.6
2022-06-01,nan,ORGANIC,pdp_out_of_stock,app and web,,0.0,0.0,,0.0,35.0,26.0,9.1
2022-06-01,nan,ORGANIC,pdp_out_of_stock,web only,,0.0,0.0,,0.0,33.0,604.0,199.32
2022-06-01,nan,PAID,feed,app and web,,0.0,0.0,,0.0,26.0,47.0,12.22
2022-06-01,nan,PAID,feed,web only,150.0,1.0,0.0,16.0,2.0,16.0,1567.0,250.72
2022-06-01,nan,PAID,homepage,app and web,,0.0,0.0,,0.0,14.0,14.0,1.96
2022-06-01,nan,PAID,homepage,web only,,0.0,0.0,,0.0,21.0,43.0,9.03
2022-06-01,nan,PAID,lead,app and web,,,0.0,,,0.0,16.0,0.0
2022-06-01,nan,PAID,others,app and web,,0.0,0.0,,0.0,21.0,39.0,8.19
2022-06-01,nan,PAID,others,app only,,,0.0,,,0.0,4.0,0.0
2022-06-01,nan,PAID,others,web only,,0.0,0.0,,0.0,22.0,85.0,18.7
2022-06-01,nan,PAID,pdp_in_stock,app and web,,,0.0,,,0.0,2.0,0.0
2022-06-01,nan,PAID,pdp_in_stock,web only,188.0,3.0,1.0,15.0,1.0,19.0,184.0,34.96
2022-06-01,nan,PAID,pdp_out_of_stock,web only,,0.0,0.0,,0.0,24.0,51.0,12.24
2022-06-01,nan,PLA-CO,others,app and web,,,0.0,,,0.0,1.0,0.0
2022-06-01,nan,PLA-CO,pdp_in_stock,web only,,0.0,0.0,,0.0,8.0,53.0,4.24
2022-06-01,nan,PLA-EC,others,app and web,,0.0,0.0,,0.0,36.0,22.0,7.92
2022-06-01,nan,PLA-EC,others,app only,,,0.0,,,0.0,3.0,0.0
2022-06-01,nan,PLA-EC,pdp_in_stock,web only,461.0,4.0,1.0,17.0,3.0,24.0,300.0,72.0
2022-06-01,nan,PLA-EC,pdp_out_of_stock,web only,,0.0,0.0,,0.0,33.0,3.0,0.99
2022-07-01,AU,CSS,lead,app and web,173.0,2.0,2.0,15.0,1.0,100.0,46.0,46.0
2022-07-01,AU,CSS,lead,no on lyst view,186.0,1.0,1.0,14.0,37.0,99.0,5405.0,5350.95
2022-07-01,AU,CSS,lead,web only,233.0,1.0,1.0,16.0,20.0,100.0,1578.0,1578.0
2022-07-01,AU,CSS,others,web only,,0.0,0.0,,0.0,3.0,29.0,0.87
2022-07-01,AU,CSS,pdp_in_stock,web only,,0.0,0.0,,0.0,21.0,29.0,6.09
2022-07-01,AU,CSS,pdp_out_of_stock,web only,,0.0,0.0,,0.0,50.0,2.0,1.0
2022-07-01,AU,DIRECT,feed,app and web,165.0,4.0,1.0,15.0,8.0,20.0,986.0,197.2
2022-07-01,AU,DIRECT,feed,app only,279.0,17.0,1.0,18.0,1.0,8.0,76.0,6.08
2022-07-01,AU,DIRECT,feed,web only,319.0,2.0,0.0,14.0,22.0,15.0,5778.0,866.7
2022-07-01,AU,DIRECT,homepage,app and web,89.0,3.0,1.0,11.0,2.0,29.0,254.0,73.66
2022-07-01,AU,DIRECT,homepage,web only,602.0,4.0,1.0,13.0,19.0,23.0,1874.0,431.02
2022-07-01,AU,DIRECT,lead,app and web,434.0,3.0,0.0,15.0,9.0,4.0,8529.0,341.16
2022-07-01,AU,DIRECT,lead,app only,,0.0,0.0,,0.0,1.0,633.0,6.33
2022-07-01,AU,DIRECT,lead,no on lyst view,,0.0,0.0,,0.0,81.0,552.0,447.12
2022-07-01,AU,DIRECT,lead,web only,128.0,1.0,0.0,13.0,1.0,48.0,310.0,148.8
2022-07-01,AU,DIRECT,lead_return,app and web,,0.0,0.0,,0.0,44.0,27.0,11.88
2022-07-01,AU,DIRECT,lead_return,no on lyst view,,,0.0,,,0.0,1.0,0.0
2022-07-01,AU,DIRECT,lead_return,web only,235.0,3.0,1.0,16.0,3.0,40.0,164.0,65.6
2022-07-01,AU,DIRECT,nan,app and web,296.0,3.0,1.0,15.0,31.0,19.0,5159.0,980.21
2022-07-01,AU,DIRECT,nan,app only,162.0,4.0,0.0,15.0,4.0,6.0,1561.0,93.66
2022-07-01,AU,DIRECT,nan,web only,,0.0,0.0,,0.0,54.0,39.0,21.06
2022-07-01,AU,DIRECT,onboarding,app and web,389.0,5.0,1.0,16.0,5.0,11.0,888.0,97.68
2022-07-01,AU,DIRECT,onboarding,app only,,0.0,0.0,,0.0,2.0,1399.0,27.98
2022-07-01,AU,DIRECT,others,app and web,307.0,4.0,1.0,15.0,224.0,18.0,29328.0,5279.04
2022-07-01,AU,DIRECT,others,app only,287.0,4.0,0.0,17.0,17.0,6.0,6200.0,372.0
2022-07-01,AU,DIRECT,others,web only,456.0,3.0,0.0,13.0,7.0,8.0,2934.0,234.72
2022-07-01,AU,DIRECT,pdp_in_stock,app and web,,0.0,0.0,,0.0,9.0,259.0,23.31
2022-07-01,AU,DIRECT,pdp_in_stock,web only,241.0,3.0,0.0,16.0,8.0,4.0,8882.0,355.28
2022-07-01,AU,DIRECT,pdp_out_of_stock,web only,527.0,1.0,0.0,19.0,8.0,36.0,3185.0,1146.6
2022-07-01,AU,ORGANIC,feed,app and web,312.0,4.0,1.0,17.0,40.0,15.0,6947.0,1042.05
2022-07-01,AU,ORGANIC,feed,app only,735.0,25.0,1.0,11.0,1.0,3.0,133.0,3.99
2022-07-01,AU,ORGANIC,feed,web only,242.0,2.0,0.0,15.0,403.0,13.0,159517.0,20737.21
2022-07-01,AU,ORGANIC,homepage,app and web,158.0,3.0,0.0,15.0,1.0,15.0,216.0,32.4
2022-07-01,AU,ORGANIC,homepage,web only,68.0,2.0,1.0,13.0,5.0,29.0,874.0,253.46
2022-07-01,AU,ORGANIC,lead,app and web,408.0,1.0,1.0,14.0,28.0,86.0,3516.0,3023.76
2022-07-01,AU,ORGANIC,lead,app only,,0.0,0.0,,0.0,88.0,51.0,44.88
2022-07-01,AU,ORGANIC,lead,no on lyst view,,0.0,0.0,,0.0,100.0,23.0,23.0
2022-07-01,AU,ORGANIC,lead,web only,427.0,1.0,1.0,16.0,61.0,100.0,3420.0,3420.0
2022-07-01,AU,ORGANIC,lead_return,app and web,,0.0,0.0,,0.0,14.0,134.0,18.76
2022-07-01,AU,ORGANIC,lead_return,no on lyst view,,0.0,0.0,,0.0,29.0,7.0,2.03
2022-07-01,AU,ORGANIC,lead_return,web only,933.0,4.0,1.0,15.0,3.0,23.0,334.0,76.82
2022-07-01,AU,ORGANIC,nan,app and web,257.0,3.0,1.0,15.0,111.0,43.0,8489.0,3650.27
2022-07-01,AU,ORGANIC,nan,app only,108.0,2.0,0.0,15.0,4.0,11.0,1865.0,205.15
2022-07-01,AU,ORGANIC,nan,no on lyst view,118.0,1.0,1.0,13.0,4.0,80.0,647.0,517.6
2022-07-01,AU,ORGANIC,nan,web only,268.0,2.0,1.0,15.0,93.0,45.0,7687.0,3459.15
2022-07-01,AU,ORGANIC,onboarding,app and web,148.0,5.0,1.0,14.0,8.0,18.0,758.0,136.44
2022-07-01,AU,ORGANIC,onboarding,app only,,0.0,0.0,,0.0,7.0,302.0,21.14
2022-07-01,AU,ORGANIC,others,app and web,273.0,4.0,1.0,15.0,83.0,20.0,10030.0,2006.0
2022-07-01,AU,ORGANIC,others,app only,98.0,3.0,0.0,12.0,2.0,10.0,778.0,77.8
2022-07-01,AU,ORGANIC,others,web only,325.0,2.0,0.0,13.0,47.0,7.0,30402.0,2128.14
2022-07-01,AU,ORGANIC,pdp_in_stock,app and web,245.0,3.0,1.0,15.0,7.0,17.0,1051.0,178.67
2022-07-01,AU,ORGANIC,pdp_in_stock,web only,252.0,4.0,1.0,15.0,167.0,21.0,20596.0,4325.16
2022-07-01,AU,ORGANIC,pdp_out_of_stock,app and web,316.0,2.0,1.0,15.0,15.0,45.0,984.0,442.8
2022-07-01,AU,ORGANIC,pdp_out_of_stock,web only,332.0,1.0,0.0,15.0,247.0,38.0,56529.0,21481.02
2022-07-01,AU,PAID,feed,app and web,342.0,2.0,1.0,17.0,11.0,23.0,1998.0,459.54
2022-07-01,AU,PAID,feed,app only,,,0.0,,,0.0,3.0,0.0
2022-07-01,AU,PAID,feed,web only,282.0,2.0,0.0,15.0,289.0,20.0,70919.0,14183.8
2022-07-01,AU,PAID,homepage,app and web,,0.0,0.0,,0.0,36.0,152.0,54.72
2022-07-01,AU,PAID,homepage,web only,309.0,4.0,1.0,16.0,16.0,28.0,1185.0,331.8
2022-07-01,AU,PAID,lead,app and web,,0.0,0.0,,0.0,2.0,436.0,8.72
2022-07-01,AU,PAID,lead,web only,,0.0,0.0,,0.0,100.0,1.0,1.0
2022-07-01,AU,PAID,nan,app and web,152.0,4.0,1.0,14.0,5.0,25.0,560.0,140.0
2022-07-01,AU,PAID,nan,app only,,,0.0,,,0.0,63.0,0.0
2022-07-01,AU,PAID,nan,web only,,0.0,0.0,,0.0,8.0,13.0,1.04
2022-07-01,AU,PAID,onboarding,app only,,,0.0,,,0.0,10.0,0.0
2022-07-01,AU,PAID,others,app and web,357.0,5.0,1.0,11.0,11.0,25.0,580.0,145.0
2022-07-01,AU,PAID,others,app only,75.0,17.0,1.0,20.0,1.0,7.0,83.0,5.81
2022-07-01,AU,PAID,others,web only,227.0,1.0,0.0,15.0,29.0,20.0,9260.0,1852.0
2022-07-01,AU,PAID,pdp_in_stock,app and web,,0.0,0.0,,0.0,37.0,19.0,7.03
2022-07-01,AU,PAID,pdp_in_stock,web only,85.0,4.0,1.0,9.0,4.0,15.0,489.0,73.35
2022-07-01,AU,PAID,pdp_out_of_stock,web only,,0.0,0.0,,0.0,35.0,133.0,46.55
2022-07-01,AU,PLA-CO,feed,web only,,0.0,0.0,,0.0,50.0,2.0,1.0
2022-07-01,AU,PLA-CO,pdp_in_stock,web only,,0.0,0.0,,0.0,20.0,25.0,5.0
2022-07-01,AU,PLA-CO,pdp_out_of_stock,web only,,0.0,0.0,,0.0,25.0,4.0,1.0
2022-07-01,AU,PLA-EC,feed,web only,,0.0,0.0,,0.0,33.0,9.0,2.97
2022-07-01,AU,PLA-EC,lead,app only,,,0.0,,,0.0,1.0,0.0
2022-07-01,AU,PLA-EC,others,app and web,,0.0,0.0,,0.0,50.0,10.0,5.0
2022-07-01,AU,PLA-EC,others,app only,,,0.0,,,0.0,1.0,0.0
2022-07-01,AU,PLA-EC,pdp_in_stock,app and web,,0.0,0.0,,0.0,54.0,13.0,7.02
